序号,招聘信息ID,企业名称,招聘岗位,招聘人数,工作经验,最低工资,最高工资,工作性质,工资结算方式,招聘信息发布时间,招聘信息更新时间,职位关键词,学历要求,企业类型,企业人数规模,企业所在行业,工作地点,工作地点省编码,工作地点市编码,工作地点区编码
1176,1482192055261331467,蓝月亮,数据分析高级专员,3,3,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1177,1482192055261331466,蓝月亮,总部数据分析专员（主数据方向）,2,1,6000,8000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1178,1482192055261331465,蓝月亮,数据分析师（BI/数据产品）,2,1,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1179,1482192055261331464,蓝月亮,数据分析师（中级）,3,3,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1180,1482192055261331463,蓝月亮,数据分析师（BI/数据产品）,3,1,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1181,1482192055261331462,蓝月亮,高级数据产品经理,2,5,17000,35000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1182,1482192055261331461,蓝月亮,数据产品高级经理,2,10,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1183,1482192055261331460,蓝月亮,大数据产品高级经理,3,5,30000,50000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1184,1482192055261331459,蓝月亮,数据产品高级经理,3,5,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1185,1482192055261331458,朗新科技,数据分析师,2,3,10000,18000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1186,1482192055261331457,朗新科技,数据分析师,2,3,10000,18000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1187,1482192055261331456,浪潮通信信息系统有限公司,大数据产品经理,3,1,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1188,1482192055257137168,乐禾食品集团股份有限公司,数据分析专员,3,0,4000,6000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州白云区,,,
1189,1482192055257137167,立邦,数据分析专员,2,1,6000,9000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1190,1482192055257137166,立邦,销售数据分析专员,3,1,8000,10000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1191,1482192055257137165,立邦,高级数据分析师,3,3,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1192,1482192055257137164,立邦,高级数据分析师,2,3,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1193,1482192055257137163,立邦,产品经理（数据分析方向）,2,0,8000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1194,1482192055257137162,励德爱思唯尔信息技术(北京)有限公司,Analyst/数据分析师 （ICIS 安迅思）,3,1,10000,14000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州越秀区,,,
1195,1482192055257137161,励德爱思唯尔信息技术(北京)有限公司,Analyst/数据分析师 （ICIS 安迅思）,3,1,10000,14000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州越秀区,,,
1196,1482192055257137160,联通,ETL开发工程师,2,1,12000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1197,1482192055257137159,联通,高级AI工程师（自然语言处理方向）,2,3,15000,30000,2,1,,2022-01-15 11:24,数据,4,合资,50-100人,互联网,广州,,,
1198,1482192055257137158,联通,NLP算法工程师,3,3,11000,22000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1199,1482192055257137157,联通,NLP算法工程师MJ000171(COG),3,1,12000,20000,2,1,,2022-01-15 11:24,数据,4,合资,50-100人,互联网,广州,,,
1200,1482192055257137156,联通,NLP算法工程师,2,3,12000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1201,1482192055257137155,联通,数据治理交付工程师,2,3,12000,24000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1202,1482192055257137154,联通,数据治理交付工程师,3,5,12000,24000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1203,1482192055257137153,联通,数据治理工程师,3,3,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1204,1482192055257137152,联通,数据分析员,2,0,7000,21000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1205,1482192055252942856,联通,高级产品经理,2,3,12000,24000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1206,1482192055252942855,联通,数据产品运营经理,3,3,10000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1207,1482192055252942854,联通,数据产品运营经理,3,1,10000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1208,1482192055252942853,联通,数据治理产品经理,2,3,10000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1209,1482192055252942852,联通,医疗大数据产品经理,2,1,12000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1210,1482192055252942851,联通,数据安全产品经理,3,5,11000,22000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1211,1482192055252942850,联通,大数据产品经理,3,5,15000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1212,1482192055252942849,联通,科研大数据产品经理,2,1,12000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1213,1482192055252942848,联通,工业大数据产品经理,2,3,13000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1214,1482191940312236049,联奕科技,产品助理,3,3,6000,9000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1215,1482191940312236048,联奕科技,产品助理(SX),3,3,6000,9000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1216,1482191940312236047,链链好车融资租赁(广州)有限公司,数据分析专员,2,0,6000,8000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1217,1482191940312236046,嫚熙控股(广州)有限公司,BI项目工程师（ETL开发）,2,0,8000,12000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1218,1482191940312236045,嫚熙控股(广州)有限公司,数据分析专员,3,5,8000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1219,1482191940312236044,嫚熙控股(广州)有限公司,数据分析师,3,3,6000,8000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1220,1482191940312236043,嫚熙控股(广州)有限公司,数据分析师,2,3,6000,8000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1221,1482191940312236042,名创优品科技(广州)有限公司,高级数据产品经理,2,3,20000,40000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1222,1482191940312236041,Povison,供应链专员（数据分析）,3,1,6000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1223,1482191940312236040,Povison,数据分析师,3,3,10000,12000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1224,1482191940312236039,Povison,数据分析师,2,3,10000,12000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1225,1482191940312236038,牧今科技(广州)有限责任公司,【总部研发】计算机视觉工程师,2,1,25000,45000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1226,1482191940312236037,南昌索歌企业管理有限公司,数据分析专员,3,3,7000,10000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州番禺区,,,
1227,1482191940312236036,诺亚正行,数据分析师,3,3,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1228,1482191940312236035,诺亚正行,数据分析师,2,3,10000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1229,1482191940312236034,朴诚乳业(集团)有限公司,数据产品经理&BI分析师,2,5,15000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1230,1482191940312236033,朴诚乳业(集团)有限公司,数据产品经理&BI分析师,3,5,15000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1231,1482191940312236032,普华永道信息技术,数据分析师,3,0,12000,24000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1232,1482191940308041737,普华永道信息技术,数据分析师,2,0,12000,24000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1233,1482191940308041736,普华永道信息技术,数据分析师Data Analyst,2,0,10000,24000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1234,1482191940308041735,前海爱讯科技(深圳)有限公司,数据产品经理,3,5,18000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1235,1482191940308041734,侨鑫集团,数据平台产品经理,3,5,18000,22000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1236,1482191940308041733,侨鑫集团,数据平台产品经理,2,3,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1237,1482191940308041732,青木数字技术股份有限公司,推广与数据分析专员,2,0,4000,8000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1238,1482191940308041731,青木数字技术股份有限公司,推广与数据分析专员（2020届校园招聘）,3,0,4000,6000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1239,1482191940308041730,青木数字技术股份有限公司,推广数据分析专员,3,0,5000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1240,1482191940308041729,群邑(上海)广告有限公司,电商数据分析师/资深分析师,2,0,6000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1241,1482191940308041728,群邑(上海)广告有限公司,电商数据分析师/资深分析师,2,0,6000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1242,1482191860389773326,三福服饰有限公司,2022届储备干部（商品中心）- 数据分析岗,2,0,4000,5000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州白云区,,,
1243,1482191860389773325,三盟,产品经理（大数据））,3,1,9000,18000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州海珠区,,,
1244,1482191860389773324,韩极服饰,资深数据分析专员,2,3,8000,10000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州天河区,,,
1245,1482191860389773323,法宝网,数据分析专员,3,1,8000,10000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1246,1482191860389773322,本来生活,商品数据分析专员,3,3,8000,15000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州白云区,,,
1247,1482191860389773321,触宝,数据分析师（商业化方向）,2,3,15000,30000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1248,1482191860389773320,触宝,数据分析师（商业化方向）,2,3,15000,30000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1249,1482191860389773319,埋堆堆,数据产品经理,3,0,30000,35000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1250,1482191860389773318,复深蓝软件,高级ETL开发工程师,3,5,15000,20000,2,1,,2022-01-15 11:24,数据,2,合资,50-100人,互联网,广州,,,
1251,1482191860389773317,恒企教育,数据产品经理,2,3,10000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1252,1482191860389773316,锦江电商,高级数据分析师（广州） (MJ000686),2,3,20000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1253,1482191860389773315,锦江电商,高级数据分析师（广州） (MJ000686),3,3,20000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1254,1482191860389773314,联蔚数科,数据产品经理（采集方向）,3,5,18000,23000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州荔湾区,,,
1255,1482191860389773313,联蔚数科,数据产品经理,2,5,15000,23000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州荔湾区,,,
1256,1482191860389773312,上海融文商务咨询有限公司,数据分析师,2,0,6000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1257,1482191860385579013,上海融文商务咨询有限公司,数据分析师,3,0,6000,10000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州海珠区,,,
1258,1482191860385579012,上海沃势文化传播有限公司广州分公司,高级数据分析师,3,1,12000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1259,1482191860385579011,上海沃势文化传播有限公司广州分公司,高级数据分析师,2,1,12000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州,,,
1260,1482191860385579010,上海言某信息科技有限公司,ETL开发工程师,2,3,15000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1261,1482191860385579009,上海言某信息科技有限公司,ETL开发工程师,3,3,10000,20000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州天河区,,,
1262,1482191860385579008,瑛太莱,数据产品经理,3,3,15000,25000,2,1,,2022-01-15 11:24,数据,3,合资,50-100人,互联网,广州番禺区,,,
1263,1482191731540754441,Esmartwave,高级数据分析师,2,5,15000,25000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州天河区,,,
1264,1482191731540754440,Esmartwave,数据分析师,2,1,8000,13000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州越秀区,,,
1265,1482191731540754439,Esmartwave,高级数据分析师,3,5,15000,25000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州天河区,,,
1266,1482191731540754438,Esmartwave,数据分析师,3,1,8000,13000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州越秀区,,,
1267,1482191731540754437,深圳方信教育科技有限公司,NLP自然语言处理工程师,2,3,35000,65000,2,1,,2022-01-15 11:23,数据,4,合资,50-100人,互联网,广州天河区,,,
1268,1482191731540754436,SHEIN,仓储资深专员（数据分析） (MJ002468),2,1,8000,15000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州南沙区,,,
1269,1482191731540754435,SHEIN,资深薪酬绩效数据分析专员 (MJ004995),3,0,16000,23000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州,,,
1270,1482191731540754434,SHEIN,财务数据分析师 (MJ002270),3,3,13000,20000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州番禺区,,,
1271,1482191731540754433,SHEIN,高级数据分析师 (MJ003580),2,0,10000,20000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州番禺区,,,
1272,1482191731540754432,SHEIN,财务数据分析师 (MJ002270),2,3,13000,20000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州番禺区,,,
1273,1482191731536560134,SHEIN,高级数据分析师 (MJ003580),3,0,10000,20000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州番禺区,,,
1274,1482191731536560133,深圳联创智融信息技术有限公司,ETL开发工程师,3,1,9000,15000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州天河区,,,
1275,1482191731536560132,联友科技,数据治理/大数据设计工程师,2,3,16000,30000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州,,,
1276,1482191731536560131,联友科技,数据治理工程师,2,5,15000,25000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州花都区,,,
1277,1482191731536560130,联友科技,数据产品经理,3,3,20000,40000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州花都区,,,
1278,1482191731536560129,深圳南科大数据有限公司,NLP工程师,3,1,15000,22000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州海珠区,,,
1279,1482191731536560128,爱德数智,数据治理（开发）工程师,2,1,8000,18000,2,1,,2022-01-15 11:23,数据,3,合资,50-100人,互联网,广州天河区,,,
1280,1482188020965834758,高古科技,电商数据分析师,3,3,10000,18000,2,1,,2022-01-15 11:08,数据,2,合资,50-100人,互联网,广州海珠区,,,
1281,1482188020965834757,高古科技,电商数据分析师,2,3,10000,18000,2,1,,2022-01-15 11:08,数据,2,合资,50-100人,互联网,广州海珠区,,,
1282,1482188020965834756,蓝凌软件,数据分析师,2,3,10000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1283,1482188020965834755,蓝凌软件,数据分析师,3,3,10000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1284,1482188020965834754,深圳市微视觉科技有限公司广州分公司,NLP算法工程师,3,0,40000,70000,2,1,,2022-01-15 11:08,数据,5,合资,50-100人,互联网,广州,,,
1285,1482188020965834753,惟客数据,ETL开发工程师,2,3,12000,22000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州越秀区,,,
1286,1482188020965834752,惟客数据,产品经理,2,5,18000,28000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州越秀区,,,
1287,1482188020961640465,惟客数据,产品 经理,3,5,15000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州越秀区,,,
1288,1482188020961640464,惟客数据,产品经理,3,5,14000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州,,,
1289,1482188020961640463,一面数据,数据分析师（商业方向-广州）,2,0,10000,20000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1290,1482188020961640462,一面数据,数据分析师（商业方向）(77P2),2,0,10000,20000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1291,1482188020961640461,一面数据,数据分析师（商业方向）(CNUP),3,0,10000,20000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1292,1482188020961640460,一面数据,数据分析师（商业方向-广州）,3,0,10000,20000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1293,1482188020961640459,一面数据,数据分析师（商业方向）(77P2),2,0,10000,20000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1294,1482188020961640458,一面数据,数据分析师（商业方向）(CNUP),2,0,10000,20000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1295,1482188020961640457,即能科技(广州)有限公司,增长运营经理,3,5,12000,36000,2,1,,2022-01-15 11:08,数据,4,合资,50-100人,互联网,广州越秀区,,,
1296,1482188020961640456,深圳市云创得力数据有限公司,云产品销售经理,3,1,10000,15000,2,1,,2022-01-15 11:08,数据,2,合资,50-100人,互联网,广州,,,
1297,1482188020961640455,长亮,产品销售经理（金融BI/大数据）,2,0,10000,15000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1298,1482188020961640454,深圳市智灵时代科技有限公司,nlp算法工程师,2,5,20000,35000,2,1,,2022-01-15 11:08,数据,4,合资,50-100人,互联网,广州,,,
1299,1482188020961640453,深圳市智灵时代科技有限公司,数据分析师,3,1,15000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1300,1482188020961640452,深圳市智灵时代科技有限公司,数据分析师,3,1,15000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1301,1482188020961640451,深圳素士科技股份有限公司,数据分析师,2,1,7000,10000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1302,1482188020961640450,深圳素士科技股份有限公司,数据分析师,2,1,7000,10000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州天河区,,,
1303,1482188020961640449,深圳虾皮信息科技有限公司,数据分析师,2,1,15000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1304,1482188020961640448,深圳虾皮信息科技有限公司,高级数据分析师（广州）,3,3,30000,50000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1305,1482188020957446148,深圳虾皮信息科技有限公司,数据分析师,3,1,15000,25000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1306,1482188020957446147,深圳虾皮信息科技有限公司,高级数据分析师（广州）,2,3,30000,50000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1307,1482188020957446146,PatPat,数据分析师,2,1,7000,10000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1308,1482188020957446145,PatPat,数据分析师,3,1,7000,10000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1309,1482188020957446144,PatPat,数据分析师,3,1,7000,10000,2,1,,2022-01-15 11:08,数据,3,合资,50-100人,互联网,广州番禺区,,,
1310,1482185488755458060,高古科技,电商数据分析师,3,3,10000,18000,2,1,,2022-01-15 10:58,数据,2,合资,50-100人,互联网,广州海珠区,,,
1311,1482185488755458059,高古科技,电商数据分析师,2,3,10000,18000,2,1,,2022-01-15 10:58,数据,2,合资,50-100人,互联网,广州海珠区,,,
1312,1482185488755458058,蓝凌软件,数据分析师,2,3,10000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1313,1482185488755458057,蓝凌软件,数据分析师,3,3,10000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1314,1482185488755458056,深圳市微视觉科技有限公司广州分公司,NLP算法工程师,3,0,40000,70000,2,1,,2022-01-15 10:58,数据,5,合资,50-100人,互联网,广州,,,
1315,1482185488755458055,惟客数据,ETL开发工程师,2,3,12000,22000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州越秀区,,,
1316,1482185488755458054,惟客数据,产品经理,2,5,18000,28000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州越秀区,,,
1317,1482185488755458053,惟客数据,产品 经理,3,5,15000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州越秀区,,,
1318,1482185488755458052,惟客数据,产品经理,3,5,14000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州,,,
1319,1482185488755458051,一面数据,数据分析师（商业方向-广州）,2,0,10000,20000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1320,1482185488755458050,一面数据,数据分析师（商业方向）(77P2),2,0,10000,20000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1321,1482185488755458049,一面数据,数据分析师（商业方向）(CNUP),3,0,10000,20000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1322,1482185488755458048,一面数据,数据分析师（商业方向-广州）,3,0,10000,20000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1323,1482185488751263759,一面数据,数据分析师（商业方向）(77P2),2,0,10000,20000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1324,1482185488751263758,一面数据,数据分析师（商业方向）(CNUP),2,0,10000,20000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1325,1482185488751263757,即能科技(广州)有限公司,增长运营经理,3,5,12000,36000,2,1,,2022-01-15 10:58,数据,4,合资,50-100人,互联网,广州越秀区,,,
1326,1482185488751263756,深圳市云创得力数据有限公司,云产品销售经理,3,1,10000,15000,2,1,,2022-01-15 10:58,数据,2,合资,50-100人,互联网,广州,,,
1327,1482185488751263755,长亮,产品销售经理（金融BI/大数据）,2,0,10000,15000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1328,1482185488751263754,深圳市智灵时代科技有限公司,nlp算法工程师,2,5,20000,35000,2,1,,2022-01-15 10:58,数据,4,合资,50-100人,互联网,广州,,,
1329,1482185488751263753,深圳市智灵时代科技有限公司,数据分析师,3,1,15000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1330,1482185488751263752,深圳市智灵时代科技有限公司,数据分析师,3,1,15000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1331,1482185488751263751,深圳素士科技股份有限公司,数据分析师,2,1,7000,10000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1332,1482185488751263750,深圳素士科技股份有限公司,数据分析师,2,1,7000,10000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州天河区,,,
1333,1482185488751263749,深圳虾皮信息科技有限公司,数据分析师,2,1,15000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1334,1482185488751263748,深圳虾皮信息科技有限公司,高级数据分析师（广州）,3,3,30000,50000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1335,1482185488751263747,深圳虾皮信息科技有限公司,数据分析师,3,1,15000,25000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1336,1482185488751263746,深圳虾皮信息科技有限公司,高级数据分析师（广州）,2,3,30000,50000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1337,1482185488751263745,PatPat,数据分析师,2,1,7000,10000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1338,1482185488751263744,PatPat,数据分析师,3,1,7000,10000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1339,1482185488747069440,PatPat,数据分析师,3,1,7000,10000,2,1,,2022-01-15 10:58,数据,3,合资,50-100人,互联网,广州番禺区,,,
1340,1482185263353561099,神策数据,数据分析师-广州,2,3,10000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州海珠区,,,
1341,1482185263353561098,神策数据,数据分析师-广州,2,3,10000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州海珠区,,,
1342,1482185263353561097,施德朗电气,数据处理分析师,3,1,6000,8000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州黄埔区,,,
1343,1482185263353561096,施德朗电气,数据处理分析师,3,1,6000,8000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州黄埔区,,,
1344,1482185263353561095,数数信息科技(上海)有限公司,数据分析师（成都） (MJ000049),3,0,13000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1345,1482185263353561094,数字广东,高级数据安全治理工程师,2,3,15000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州海珠区,,,
